EKF_x,EKF_y,EKF_theta,PM_x,PM_y,PM_theta,errorEKF_x,errorEKF_y,errorEKF_theta,errorPM,EKFCovXX,EKFCovXY,EKFCovXTheta,EKFCovYX,EKFCovYY,EKFCovYTheta,EKFCovThetaX,EKFCovThetaY,EKFCovThetaTheta
-0.668772,-0.311192,1.61669,-0.668772,-0.311192,1.61669,0.00565926,0.0102421,0.0230674,0.918105,0.000999999,-2.29378e-23,-5.3154e-14,-1.82599e-23,0.000999999,-1.19969e-15,-5.31571e-14,-1.19959e-15,0.000999999
-0.668597,-0.311726,1.6175,-0.668431,-0.312235,1.61828,0.00583419,0.00970818,0.0238839,0.970989,0.000512195,-5.46553e-24,-1.26482e-14,-4.35241e-24,0.000512195,-2.85471e-16,-1.26489e-14,-2.85447e-16,0.000512195
-0.668517,-0.311955,1.61788,-0.668374,-0.312363,1.61854,0.00614082,0.00985596,0.0200984,0.964277,0.000359875,-2.2405e-24,-5.18272e-15,-1.78439e-24,0.000359875,-1.16975e-16,-5.18303e-15,-1.16965e-16,0.000359875
-0.666795,-0.312853,1.61585,-0.662594,-0.315043,1.61091,0.00786258,0.00895831,0.0180736,0.58226,0.000290717,-1.12737e-24,-2.60733e-15,-8.97912e-25,0.000290717,-5.88479e-17,-2.60749e-15,-5.88429e-17,0.000290717
-0.665748,-0.313425,1.61463,-0.662674,-0.315102,1.61105,0.00891051,0.00843219,0.016473,0.588971,0.000254131,-6.27245e-25,-1.45052e-15,-4.99591e-25,0.000254131,-3.27383e-17,-1.4506e-15,-3.27356e-17,0.000254131
-0.665025,-0.313826,1.61382,-0.662647,-0.315145,1.61116,0.00963365,0.00803095,0.0156643,0.588971,0.000233206,-3.68825e-25,-8.52865e-16,-2.93768e-25,0.000233206,-1.92493e-17,-8.52915e-16,-1.92476e-17,0.000233206
-0.664489,-0.314121,1.61325,-0.662599,-0.315161,1.61121,0.0101689,0.00773615,0.0150878,0.588971,0.000220702,-2.23997e-25,-5.1795e-16,-1.78415e-25,0.000220702,-1.16902e-17,-5.1798e-16,-1.16892e-17,0.000220702
-0.66407,-0.314344,1.61283,-0.662521,-0.31517,1.61127,0.0106122,0.00749665,0.0146663,0.588971,0.000213033,-1.38728e-25,-3.20775e-16,-1.10498e-25,0.000213033,-7.23994e-18,-3.20794e-16,-7.23932e-18,0.000213033
-0.663738,-0.31452,1.61251,-0.662476,-0.31519,1.61131,0.0109441,0.00732046,0.0143502,0.588971,0.000208255,-8.69643e-26,-2.01081e-16,-6.9268e-26,0.000208255,-4.53843e-18,-2.01093e-16,-4.53804e-18,0.000208255
-0.664148,-0.314194,1.61374,-0.665736,-0.312931,1.61848,0.0103226,0.00734607,0.0190262,0.660712,0.000205249,-5.49297e-26,-1.27009e-16,-4.37522e-26,0.000205249,-2.8666e-18,-1.27016e-16,-2.86636e-18,0.000205249
-0.664481,-0.313923,1.61474,-0.665787,-0.31286,1.61866,0.00998941,0.00761727,0.020028,0.680036,0.000203345,-3.48618e-26,-8.06072e-17,-2.77679e-26,0.000203345,-1.81932e-18,-8.0612e-17,-1.81916e-18,0.000203345
-0.664752,-0.313712,1.61552,-0.665819,-0.312879,1.61863,0.00971896,0.00782832,0.0208148,0.680036,0.000202135,-2.21927e-26,-5.13136e-17,-1.76768e-26,0.000202135,-1.15816e-18,-5.13166e-17,-1.15806e-18,0.000202135
-0.664975,-0.313541,1.61614,-0.66586,-0.312864,1.6186,0.00967653,0.00813697,0.0193733,0.677645,0.000201364,-1.4155e-26,-3.27288e-17,-1.12746e-26,0.000201364,-7.38694e-19,-3.27307e-17,-7.38631e-19,0.000201364
-0.665159,-0.313414,1.61661,-0.665892,-0.312911,1.61849,0.00949224,0.00826358,0.019844,0.653863,0.000200872,-9.03945e-27,-2.09008e-17,-7.20005e-27,0.000200872,-4.71734e-19,-2.0902e-17,-4.71694e-19,0.000200872
-0.665541,-0.313381,1.61674,-0.667063,-0.313249,1.61726,0.00917273,0.00840486,0.0187528,0.641629,0.000200558,-5.77719e-27,-1.33579e-17,-4.60162e-27,0.000200558,-3.01489e-19,-1.33586e-17,-3.01463e-19,0.000200558
-0.66585,-0.313341,1.61687,-0.667083,-0.31318,1.61738,0.00886388,0.0084452,0.0188811,0.661629,0.000200357,-3.6941e-27,-8.54141e-18,-2.94241e-27,0.000200357,-1.92781e-19,-8.54191e-18,-1.92764e-19,0.000200357
