EKF_x,EKF_y,EKF_theta,PM_x,PM_y,PM_theta,errorEKF_x,errorEKF_y,errorEKF_theta,errorPM,EKFCovXX,EKFCovXY,EKFCovXTheta,EKFCovYX,EKFCovYY,EKFCovYTheta,EKFCovThetaX,EKFCovThetaY,EKFCovThetaTheta
-0.675151,-0.31226,1.61722,-0.675151,-0.31226,1.61722,-0.000719824,0.00917463,0.0236033,0.93824,0.000999999,-2.29378e-23,-5.3154e-14,-1.82599e-23,0.000999999,-1.19969e-15,-5.31571e-14,-1.19959e-15,0.000999999
-0.675012,-0.312687,1.61784,-0.67488,-0.313094,1.61843,-0.000580806,0.00874754,0.0242205,0.964277,0.000512195,-5.46553e-24,-1.26482e-14,-4.35241e-24,0.000512195,-2.85471e-16,-1.26489e-14,-2.85447e-16,0.000512195
-0.674939,-0.312878,1.61815,-0.674809,-0.313217,1.61869,-0.000281501,0.00893368,0.0203677,0.970989,0.000359875,-2.2405e-24,-5.18272e-15,-1.78439e-24,0.000359875,-1.16975e-16,-5.18303e-15,-1.16965e-16,0.000359875
-0.673227,-0.313731,1.61607,-0.669049,-0.315812,1.611,0.00143075,0.00808054,0.0182904,0.58226,0.000290717,-1.12737e-24,-2.60733e-15,-8.97912e-25,0.000290717,-5.88479e-17,-2.60749e-15,-5.88429e-17,0.000290717
-0.672183,-0.31428,1.61481,-0.669121,-0.315893,1.61112,0.00247494,0.00757648,0.0166515,0.58226,0.000254131,-6.27245e-25,-1.45052e-15,-4.99591e-25,0.000254131,-3.27383e-17,-1.4506e-15,-3.27356e-17,0.000254131
-0.671469,-0.314665,1.61398,-0.669122,-0.315932,1.61123,0.00318882,0.00719136,0.0158158,0.588971,0.000233206,-3.68825e-25,-8.52865e-16,-2.93768e-25,0.000233206,-1.92493e-17,-8.52915e-16,-1.92476e-17,0.000233206
-0.670938,-0.314948,1.61338,-0.66906,-0.315944,1.61127,0.00372063,0.00690916,0.015219,0.588971,0.000220702,-2.23997e-25,-5.1795e-16,-1.78415e-25,0.000220702,-1.16902e-17,-5.1798e-16,-1.16892e-17,0.000220702
-0.670525,-0.315163,1.61294,-0.669,-0.315961,1.61134,0.00415739,0.00667725,0.0147847,0.588971,0.000213033,-1.38728e-25,-3.20775e-16,-1.10498e-25,0.000213033,-7.23994e-18,-3.20794e-16,-7.23932e-18,0.000213033
-0.670196,-0.315334,1.61261,-0.668946,-0.315982,1.61134,0.00448617,0.0065068,0.0144515,0.588971,0.000208255,-8.69643e-26,-2.01081e-16,-6.9268e-26,0.000208255,-4.53843e-18,-2.01093e-16,-4.53804e-18,0.000208255
-0.67061,-0.315006,1.61382,-0.672211,-0.313738,1.61849,0.00386114,0.00653368,0.0191075,0.660712,0.000205249,-5.49297e-26,-1.27009e-16,-4.37522e-26,0.000205249,-2.8666e-18,-1.27016e-16,-2.86636e-18,0.000205249
