EKF_x,EKF_y,EKF_theta,PM_x,PM_y,PM_theta,errorEKF_x,errorEKF_y,errorEKF_theta,errorPM,EKFCovXX,EKFCovXY,EKFCovXTheta,EKFCovYX,EKFCovYY,EKFCovYTheta,EKFCovThetaX,EKFCovThetaY,EKFCovThetaTheta
-0.678558,-0.313593,1.61737,-0.678558,-0.313593,1.61737,-0.00412692,0.00784168,0.0237497,0.946705,0.000999999,-2.29378e-23,-5.3154e-14,-1.82599e-23,0.000999999,-1.19969e-15,-5.31571e-14,-1.19959e-15,0.000999999
-0.678429,-0.313952,1.61794,-0.678306,-0.314293,1.61848,-0.0039978,0.00748286,0.0243188,0.970989,0.000512195,-5.46553e-24,-1.26482e-14,-4.35241e-24,0.000512195,-2.85471e-16,-1.26489e-14,-2.85447e-16,0.000512195
-0.678365,-0.314119,1.61824,-0.678251,-0.314416,1.61877,-0.0037075,0.00769266,0.0204594,0.970989,0.000359875,-2.2405e-24,-5.18272e-15,-1.78439e-24,0.000359875,-1.16975e-16,-5.18303e-15,-1.16965e-16,0.000359875
-0.676666,-0.314947,1.61613,-0.672521,-0.316967,1.61097,-0.00200857,0.00686455,0.018347,0.58226,0.000290717,-1.12737e-24,-2.60733e-15,-8.97912e-25,0.000290717,-5.88479e-17,-2.60749e-15,-5.88429e-17,0.000290717
-0.675627,-0.315474,1.61486,-0.672578,-0.317021,1.61113,-0.000969008,0.00638266,0.0166965,0.588971,0.000254131,-6.27245e-25,-1.45052e-15,-4.99591e-25,0.000254131,-3.27383e-17,-1.4506e-15,-3.27356e-17,0.000254131
-0.674917,-0.315848,1.61402,-0.67258,-0.317078,1.61126,-0.000258353,0.00600856,0.0158584,0.588971,0.000233206,-3.68825e-25,-8.52865e-16,-2.93768e-25,0.000233206,-1.92493e-17,-8.52915e-16,-1.92476e-17,0.000233206
-0.674387,-0.316127,1.61342,-0.672519,-0.317111,1.61132,0.000270781,0.00572995,0.015262,0.588971,0.000220702,-2.23997e-25,-5.1795e-16,-1.78415e-25,0.000220702,-1.16902e-17,-5.1798e-16,-1.16892e-17,0.000220702
-0.673978,-0.316339,1.61299,-0.672466,-0.317124,1.61139,0.000704091,0.0055015,0.0148287,0.588971,0.000213033,-1.38728e-25,-3.20775e-16,-1.10498e-25,0.000213033,-7.23994e-18,-3.20794e-16,-7.23932e-18,0.000213033
-0.673649,-0.316504,1.61266,-0.672399,-0.317129,1.61141,0.00103292,0.00533699,0.0144991,0.588971,0.000208255,-8.69643e-26,-2.01081e-16,-6.9268e-26,0.000208255,-4.53843e-18,-2.01093e-16,-4.53804e-18,0.000208255
-0.67406,-0.316161,1.61389,-0.675651,-0.314835,1.61866,0.0004106,0.00537889,0.0191818,0.680036,0.000205249,-5.49297e-26,-1.27009e-16,-4.37522e-26,0.000205249,-2.8666e-18,-1.27016e-16,-2.86636e-18,0.000205249
