EKF_x,EKF_y,EKF_theta,PM_x,PM_y,PM_theta,errorEKF_x,errorEKF_y,errorEKF_theta,errorPM,EKFCovXX,EKFCovXY,EKFCovXTheta,EKFCovYX,EKFCovYY,EKFCovYTheta,EKFCovThetaX,EKFCovThetaY,EKFCovThetaTheta
-0.66872,-0.315849,1.61606,-0.66872,-0.315849,1.61606,0.00571109,0.00558492,0.0224422,0.918105,0.000999999,-2.29378e-23,-5.3154e-14,-1.82599e-23,0.000999999,-1.19969e-15,-5.31571e-14,-1.19959e-15,0.000999999
-0.668465,-0.316493,1.61713,-0.668222,-0.317105,1.61815,0.00596632,0.00494159,0.0235132,0.970989,0.000512195,-5.46553e-24,-1.26482e-14,-4.35241e-24,0.000512195,-2.85471e-16,-1.26489e-14,-2.85447e-16,0.000512195
-0.668359,-0.316777,1.61759,-0.668171,-0.317283,1.61842,0.00629823,0.00503413,0.0198148,0.970989,0.000359875,-2.2405e-24,-5.18272e-15,-1.78439e-24,0.000359875,-1.16975e-16,-5.18303e-15,-1.16965e-16,0.000359875
-0.66662,-0.317703,1.61568,-0.662377,-0.319961,1.61101,0.00803749,0.00410861,0.0179018,0.557031,0.000290717,-1.12737e-24,-2.60733e-15,-8.97912e-25,0.000290717,-5.88479e-17,-2.60749e-15,-5.88429e-17,0.000290717
-0.665561,-0.318307,1.6145,-0.662452,-0.32008,1.61104,0.00909745,0.00354982,0.0163414,0.588971,0.000254131,-6.27245e-25,-1.45052e-15,-4.99591e-25,0.000254131,-3.27383e-17,-1.4506e-15,-3.27356e-17,0.000254131
-0.664838,-0.318731,1.61372,-0.66246,-0.320125,1.61114,0.00982049,0.00312583,0.0155565,0.588971,0.000233206,-3.68825e-25,-8.52865e-16,-2.93768e-25,0.000233206,-1.92493e-17,-8.52915e-16,-1.92476e-17,0.000233206
-0.664303,-0.319043,1.61315,-0.662414,-0.320143,1.61116,0.0103555,0.00281412,0.0149926,0.588971,0.000220702,-2.23997e-25,-5.1795e-16,-1.78415e-25,0.000220702,-1.16902e-17,-5.1798e-16,-1.16892e-17,0.000220702
-0.663884,-0.31928,1.61274,-0.662335,-0.320157,1.61121,0.0107987,0.00256079,0.0145787,0.588971,0.000213033,-1.38728e-25,-3.20775e-16,-1.10498e-25,0.000213033,-7.23994e-18,-3.20794e-16,-7.23932e-18,0.000213033
-0.663549,-0.319466,1.61243,-0.662276,-0.320171,1.61125,0.0111336,0.00237516,0.014269,0.588971,0.000208255,-8.69643e-26,-2.01081e-16,-6.9268e-26,0.000208255,-4.53843e-18,-2.01093e-16,-4.53804e-18,0.000208255
-0.663955,-0.319148,1.61367,-0.66553,-0.317916,1.61848,0.0105154,0.00239251,0.0189608,0.660712,0.000205249,-5.49297e-26,-1.27009e-16,-4.37522e-26,0.000205249,-2.8666e-18,-1.27016e-16,-2.86636e-18,0.000205249
