EKF_x,EKF_y,EKF_theta,PM_x,PM_y,PM_theta,errorEKF_x,errorEKF_y,errorEKF_theta,errorPM,EKFCovXX,EKFCovXY,EKFCovXTheta,EKFCovYX,EKFCovYY,EKFCovYTheta,EKFCovThetaX,EKFCovThetaY,EKFCovThetaTheta,counter
0.448432,-0.336348,2.60963,0.448432,-0.336348,2.60963,-0.0145156,-0.0171079,-0.0300764,5.19414,0.000999999,0,0,0,0.000999999,0,0,0,0.000999999,31
0.448395,-0.336379,2.60956,0.448359,-0.336408,2.60949,-0.0145528,-0.0171389,-0.0301516,5.20353,0.000512195,0,0,0,0.000512195,0,0,0,0.000512195,31
0.448384,-0.336389,2.60952,0.448364,-0.336407,2.60946,-0.0145637,-0.017149,-0.030186,5.20729,0.000359875,0,0,0,0.000359875,0,0,0,0.000359875,31
0.448376,-0.336391,2.6095,0.448357,-0.336395,2.60946,-0.0149117,-0.0171312,-0.0262749,5.19226,0.000290717,0,0,0,0.000290717,0,0,0,0.000290717,31
0.448373,-0.336395,2.60949,0.448364,-0.336409,2.60945,-0.0149147,-0.0171358,-0.0262886,5.20729,0.000254131,0,0,0,0.000254131,0,0,0,0.000254131,31
0.448473,-0.336869,2.60657,0.448802,-0.338425,2.59697,-0.0149166,-0.0175847,-0.0275189,5.31896,0.000233206,0,0,0,0.000233206,0,0,0,0.000233206,34
0.448531,-0.337235,2.60438,0.448738,-0.338527,2.59666,-0.0148582,-0.0179507,-0.029706,5.31393,0.000220702,0,0,0,0.000220702,0,0,0,0.000220702,34
0.448539,-0.337558,2.60259,0.448569,-0.33875,2.59596,-0.0148419,-0.0182588,-0.0313513,5.30716,0.000213033,0,0,0,0.000213033,0,0,0,0.000213033,34
0.448526,-0.337834,2.60111,0.448476,-0.338886,2.59549,-0.0148551,-0.0185354,-0.0328298,5.30116,0.000208255,0,0,0,0.000208255,0,0,0,0.000208255,34
0.448432,-0.338054,2.59995,0.448069,-0.338905,2.59545,-0.0149787,-0.0187687,-0.0340322,5.30688,0.000205249,0,0,0,0.000205249,0,0,0,0.000205249,35
0.449006,-0.337883,2.60037,0.451254,-0.337215,2.60201,-0.0144049,-0.0185981,-0.0336133,5.1225,0.000203345,0,0,0,0.000203345,0,0,0,0.000203345,32
0.449465,-0.337729,2.60069,0.451274,-0.337119,2.60196,-0.0139465,-0.0184436,-0.0332917,5.10047,0.000202135,0,0,0,0.000202135,0,0,0,0.000202135,32
0.44983,-0.337623,2.60097,0.451279,-0.337202,2.60208,-0.0134151,-0.0183074,-0.0341105,5.14596,0.000201364,0,0,0,0.000201364,0,0,0,0.000201364,33
0.450122,-0.337538,2.6012,0.451287,-0.337202,2.60211,-0.0131225,-0.0182229,-0.0338819,5.14596,0.000200872,0,0,0,0.000200872,0,0,0,0.000200872,33
0.450357,-0.33747,2.60139,0.451292,-0.337196,2.60213,-0.0128879,-0.0181543,-0.0336945,5.14596,0.000200558,0,0,0,0.000200558,0,0,0,0.000200558,33
0.450486,-0.337408,2.60155,0.451002,-0.33716,2.60223,-0.0128777,-0.0181166,-0.0324653,5.14953,0.000200357,0,0,0,0.000200357,0,0,0,0.000200357,34
0.450206,-0.337187,2.60121,0.449089,-0.336306,2.59981,-0.0131576,-0.017896,-0.0328138,5.27572,0.000200228,0,0,0,0.000200228,0,0,0,0.000200228,36
0.449985,-0.336994,2.60091,0.4491,-0.336221,2.59974,-0.013438,-0.0177348,-0.0331071,5.25168,0.000200146,0,0,0,0.000200146,0,0,0,0.000200146,36
0.449803,-0.336858,2.60069,0.449075,-0.336316,2.59981,-0.01362,-0.0175992,-0.0333268,5.27572,0.000200093,0,0,0,0.000200093,0,0,0,0.000200093,36
0.449723,-0.336727,2.6005,0.449403,-0.336204,2.59971,-0.0136999,-0.0174683,-0.0335239,5.22965,0.00020006,0,0,0,0.00020006,0,0,0,0.00020006,35
0.449596,-0.336626,2.60034,0.449087,-0.33622,2.59971,-0.0138709,-0.0173927,-0.0337502,5.25168,0.000200038,0,0,0,0.000200038,0,0,0,0.000200038,36
0.449726,-0.337663,2.59924,0.45025,-0.341813,2.59484,-0.0137401,-0.0184303,-0.0348509,5.6254,0.000200025,0,0,0,0.000200025,0,0,0,0.000200025,30
0.449826,-0.338487,2.59834,0.450225,-0.341781,2.59474,-0.0136404,-0.019254,-0.0357513,5.61083,0.000200016,0,0,0,0.000200016,0,0,0,0.000200016,30
0.449905,-0.339155,2.59763,0.450219,-0.341827,2.59479,-0.0135419,-0.0199105,-0.0364307,5.62483,0.00020001,0,0,0,0.00020001,0,0,0,0.00020001,30
0.449962,-0.339691,2.59706,0.450188,-0.341834,2.5948,-0.0134417,-0.020446,-0.0368873,5.62483,0.000200006,0,0,0,0.000200006,0,0,0,0.000200006,30
0.449939,-0.340119,2.59657,0.449848,-0.34183,2.59462,-0.0134645,-0.0208738,-0.0373753,5.62552,0.000200004,0,0,0,0.000200004,0,0,0,0.000200004,31
0.449986,-0.340457,2.5962,0.450176,-0.341812,2.5947,-0.0134171,-0.0212125,-0.0377493,5.61633,0.000200003,0,0,0,0.000200003,0,0,0,0.000200003,30
0.450351,-0.339645,2.59834,0.451809,-0.336394,2.60689,-0.0130664,-0.0203863,-0.0356506,5.22867,0.000200002,0,0,0,0.000200002,0,0,0,0.000200002,31
0.450645,-0.33899,2.60007,0.45182,-0.33637,2.60697,-0.0127724,-0.0197314,-0.0339243,5.24499,0.000200001,0,0,0,0.000200001,0,0,0,0.000200001,32
0.450884,-0.338463,2.60145,0.451841,-0.336356,2.60699,-0.0125171,-0.0191967,-0.0325292,5.25251,0.000200001,0,0,0,0.000200001,0,0,0,0.000200001,32
0.45108,-0.338043,2.60256,0.451862,-0.336364,2.60701,-0.0123216,-0.0187768,-0.0314174,5.25585,0.0002,0,0,0,0.0002,0,0,0,0.0002,32
0.451239,-0.337705,2.60346,0.451879,-0.336354,2.60705,-0.0121616,-0.018439,-0.0305201,5.23616,0.0002,0,0,0,0.0002,0,0,0,0.0002,31
0.450937,-0.337585,2.60207,0.449725,-0.337105,2.59651,-0.0123321,-0.0182999,-0.0330795,4.67544,0.0002,0,0,0,0.0002,0,0,0,0.0002,33
0.450691,-0.337488,2.60094,0.449709,-0.337097,2.59643,-0.0125776,-0.0182022,-0.034207,4.67144,0.0002,0,0,0,0.0002,0,0,0,0.0002,33
0.450491,-0.337413,2.60004,0.44969,-0.337117,2.59645,-0.0127777,-0.0181281,-0.0351063,4.66768,0.0002,0,0,0,0.0002,0,0,0,0.0002,33
0.450329,-0.337354,2.59932,0.449683,-0.337117,2.5964,-0.0129393,-0.0180688,-0.0358342,4.66768,0.0002,0,0,0,0.0002,0,0,0,0.0002,33
0.450195,-0.337308,2.59872,0.449656,-0.337124,2.59636,-0.0131721,-0.0180226,-0.0353354,4.68152,0.0002,0,0,0,0.0002,0,0,0,0.0002,34
0.450086,-0.337272,2.59825,0.44965,-0.337127,2.59634,-0.013281,-0.0179864,-0.035813,4.68152,0.0002,0,0,0,0.0002,0,0,0,0.0002,34
0.450441,-0.337064,2.60127,0.451864,-0.33623,2.61337,-0.0129253,-0.0177781,-0.0327891,4.87148,0.0002,0,0,0,0.0002,0,0,0,0.0002,33
0.45073,-0.336897,2.60369,0.451885,-0.33623,2.61337,-0.0126222,-0.0175983,-0.0302402,4.86769,0.0002,0,0,0,0.0002,0,0,0,0.0002,33
0.450965,-0.336765,2.60563,0.451905,-0.336238,2.6134,-0.0123872,-0.0174664,-0.0282985,4.86769,0.0002,0,0,0,0.0002,0,0,0,0.0002,33
0.451155,-0.33666,2.60719,0.451913,-0.33624,2.61342,-0.0121975,-0.0173615,-0.0267408,4.87148,0.0002,0,0,0,0.0002,0,0,0,0.0002,33
0.451312,-0.336572,2.60844,0.451943,-0.336218,2.61343,-0.0119933,-0.0172778,-0.0258521,4.86646,0.0002,0,0,0,0.0002,0,0,0,0.0002,33
0.45144,-0.336505,2.60944,0.451948,-0.336236,2.61347,-0.0118661,-0.0172108,-0.024846,4.87526,0.0002,0,0,0,0.0002,0,0,0,0.0002,33
0.451079,-0.337567,2.60379,0.449639,-0.341819,2.58118,-0.0122263,-0.0182736,-0.0304988,5.16763,0.0002,0,0,0,0.0002,0,0,0,0.0002,34
0.45076,-0.33845,2.59917,0.449484,-0.341982,2.5807,-0.0121931,-0.0191596,-0.0388167,5.15141,0.0002,0,0,0,0.0002,0,0,0,0.0002,33
0.450459,-0.339172,2.59538,0.449253,-0.342058,2.58023,-0.0124945,-0.019881,-0.0426054,5.14242,0.0002,0,0,0,0.0002,0,0,0,0.0002,32
