EKF_x,EKF_y,EKF_theta,PM_x,PM_y,PM_theta,errorEKF_x,errorEKF_y,errorEKF_theta,errorPM,EKFCovXX,EKFCovXY,EKFCovXTheta,EKFCovYX,EKFCovYY,EKFCovYTheta,EKFCovThetaX,EKFCovThetaY,EKFCovThetaTheta,counter
0.607417,0.289549,-1.65639,0.607417,0.289549,-1.65639,0.00741654,-0.0648513,-0.0863893,14.4052,0.000999999,-4.32142e-23,1.33067e-14,1.15242e-23,0.000999999,-1.32854e-14,1.3303e-14,-1.32862e-14,0.000999999,0
0.608633,0.286768,-1.66089,0.609777,0.284108,-1.66526,0.00863269,-0.067632,-0.0908922,14.4822,0.000512195,-2.1227e-14,-2.88172e-09,-2.1227e-14,0.000512195,3.4221e-09,-2.88172e-09,3.4221e-09,0.000512195,0
0.609271,0.285632,-1.66281,0.610406,0.283612,-1.66622,0.00927096,-0.068768,-0.0928113,14.4239,0.000359875,-6.11131e-15,-1.18081e-09,-6.11131e-15,0.000359875,1.40224e-09,-1.18081e-09,1.40224e-09,0.000359875,0
0.609624,0.284901,-1.664,0.610455,0.283154,-1.66672,0.00962364,-0.0694987,-0.0940033,14.4013,0.000290717,2.32258e-14,2.02403e-09,2.32258e-14,0.000290717,2.88082e-09,2.02403e-09,2.88082e-09,0.000290717,0
0.609819,0.284424,-1.66466,0.610428,0.282979,-1.66683,0.00981901,-0.0699765,-0.0946635,14.4857,0.000254131,3.75252e-15,-1.21477e-09,3.75252e-15,0.000254131,-3.38224e-10,-1.21477e-09,-3.38224e-10,0.000254131,0
0.609988,0.284322,-1.66471,0.610544,0.283987,-1.66487,0.009988,-0.0700782,-0.0947124,14.7404,0.000233206,2.02114e-15,-7.14253e-10,2.02114e-15,0.000233206,-1.98867e-10,-7.14253e-10,-1.98867e-10,0.000233206,0
0.610101,0.28406,-1.6652,0.610458,0.283186,-1.66666,0.0101011,-0.07034,-0.0952035,14.3303,0.000220702,1.55956e-14,1.6175e-09,1.55956e-14,0.000220702,1.57706e-09,1.6175e-09,1.57706e-09,0.000220702,0
0.61018,0.283839,-1.66557,0.610473,0.283022,-1.66693,0.0101803,-0.0705612,-0.0955714,14.4675,0.000213033,8.41533e-15,1.00175e-09,8.41533e-15,0.000213033,9.76698e-10,1.00175e-09,9.76698e-10,0.000213033,0
0.610229,0.283711,-1.6658,0.610415,0.283224,-1.66668,0.0102292,-0.0706892,-0.0958019,14.3276,0.000208255,4.78964e-15,6.27954e-10,4.78964e-15,0.000208255,6.12253e-10,6.27954e-10,6.12253e-10,0.000208255,0
0.610278,0.283609,-1.66599,0.610466,0.283214,-1.6667,0.0102779,-0.0707912,-0.0959852,14.4031,0.000205249,2.83228e-15,3.96634e-10,2.83228e-15,0.000205249,3.86717e-10,3.96634e-10,3.86717e-10,0.000205249,0
0.610353,0.283546,-1.66616,0.610645,0.2833,-1.66687,0.0103526,-0.070854,-0.0961648,14.3183,0.000203345,1.71998e-15,2.51728e-10,1.71998e-15,0.000203345,2.45434e-10,2.51728e-10,2.45434e-10,0.000203345,0
0.610382,0.283444,-1.66628,0.610547,0.282982,-1.66703,0.0103823,-0.0709565,-0.0962754,14.4236,0.000202135,1.63789e-14,-1.71662e-09,1.63789e-14,0.000202135,-1.39315e-09,-1.71662e-09,-1.39315e-09,0.000202135,0
0.610425,0.28336,-1.66642,0.610595,0.283029,-1.667,0.0104252,-0.0710399,-0.096421,14.5881,0.000201364,9.22858e-15,-1.09489e-09,9.22858e-15,0.000201364,-8.88577e-10,-1.09489e-09,-8.88577e-10,0.000201364,0
0.610451,0.283276,-1.66661,0.610508,0.282999,-1.66706,0.0104514,-0.0711241,-0.0966124,14.365,0.000200872,1.01946e-14,1.16591e-09,1.01946e-14,0.000200872,9.70933e-10,1.16591e-09,9.70933e-10,0.000200872,0
0.610502,0.283229,-1.66672,0.610705,0.28304,-1.66714,0.0105023,-0.0711713,-0.0967182,14.5607,0.000200558,5.93704e-15,7.45139e-10,5.93704e-15,0.000200558,6.20531e-10,7.45139e-10,6.20531e-10,0.000200558,0
0.610507,0.283199,-1.66679,0.610526,0.283081,-1.66707,0.0105072,-0.0712009,-0.0967888,14.417,0.000200357,3.55989e-15,4.76464e-10,3.55989e-15,0.000200357,3.96786e-10,4.76464e-10,3.96786e-10,0.000200357,0
0.610559,0.283113,-1.6669,0.610768,0.282769,-1.66735,0.0105593,-0.0712869,-0.0969007,14.4725,0.000200228,2.18032e-15,3.04763e-10,2.18032e-15,0.000200228,2.53798e-10,3.04763e-10,2.53798e-10,0.000200228,0
0.610551,0.283124,-1.66694,0.610518,0.283168,-1.66709,0.010551,-0.0712759,-0.0969381,14.5095,0.000200146,1.35531e-15,1.94977e-10,1.35531e-15,0.000200146,1.62371e-10,1.94977e-10,1.62371e-10,0.000200146,0
0.610573,0.283074,-1.66702,0.610662,0.282874,-1.66736,0.0106733,-0.071326,-0.0970227,14.3709,0.000200093,8.50995e-16,1.24756e-10,8.50995e-16,0.000200093,1.03893e-10,1.24756e-10,1.03893e-10,0.000200093,0
0.610605,0.283054,-1.66706,0.610722,0.282869,-1.66721,0.0106052,-0.0713459,-0.0970602,14.2139,0.00020006,-8.0399e-15,-3.30889e-09,-8.0399e-15,0.00020006,3.93576e-10,-3.30889e-09,3.93576e-10,0.00020006,0
0.610603,0.283006,-1.66698,0.610605,0.282918,-1.66729,0.0107031,-0.0713943,-0.0969798,14.3975,0.000200038,-1.60286e-15,1.27089e-09,-1.60286e-15,0.000200038,-7.47819e-11,1.27089e-09,-7.47819e-11,0.000200038,0
0.610646,0.283006,-1.66711,0.610758,0.282961,-1.66733,0.0107456,-0.0713937,-0.0971137,14.4576,0.000200025,-9.23751e-15,-7.17141e-10,-9.23751e-15,0.000200025,1.80976e-09,-7.17141e-10,1.80976e-09,0.000200025,0
0.610667,0.28296,-1.66717,0.610751,0.282775,-1.66738,0.0107667,-0.07144,-0.0971663,14.5479,0.000200016,-5.24731e-15,-4.58952e-10,-5.24731e-15,0.000200016,1.1582e-09,-4.58952e-10,1.1582e-09,0.000200016,0
0.610649,0.282992,-1.6671,0.610636,0.283167,-1.66714,0.010749,-0.0714082,-0.0970981,14.4151,0.00020001,-1.07154e-14,1.23657e-09,-1.07154e-14,0.00020001,-1.11629e-09,1.23657e-09,-1.11629e-09,0.00020001,0
0.610685,0.283211,-1.66669,0.610782,0.284147,-1.66472,0.0107852,-0.0711888,-0.0966868,14.7847,0.000200006,1.17384e-14,2.64901e-09,1.17384e-14,0.000200006,8.15681e-10,2.64901e-09,8.15681e-10,0.000200006,0
0.610712,0.283197,-1.66675,0.610817,0.283142,-1.66703,0.0108116,-0.0712025,-0.0967547,14.5157,0.000200004,6.40622e-15,1.69535e-09,6.40622e-15,0.000200004,5.2203e-10,1.69535e-09,5.2203e-10,0.000200004,0
0.610723,0.283095,-1.66688,0.61077,0.282686,-1.6674,0.0108232,-0.0713049,-0.0968831,14.4434,0.000200003,3.64683e-15,1.08502e-09,3.64683e-15,0.000200003,3.34097e-10,1.08502e-09,3.34097e-10,0.000200003,0
0.610712,0.283051,-1.66694,0.610667,0.282874,-1.66719,0.010812,-0.0713491,-0.0969439,14.4248,0.000200002,2.14836e-15,6.94408e-10,2.14836e-15,0.000200002,2.13821e-10,6.94408e-10,2.13821e-10,0.000200002,0
0.610704,0.283016,-1.66699,0.610718,0.282817,-1.6675,0.0108038,-0.0713842,-0.0969926,14.3019,0.000200001,1.3821e-14,-1.41267e-09,1.3821e-14,0.000200001,-1.39379e-09,-1.41267e-09,-1.39379e-09,0.000200001,0
0.6107,0.283001,-1.66705,0.610687,0.28294,-1.6673,0.0108004,-0.0713993,-0.0970537,14.5242,0.000200001,7.83732e-15,-9.04106e-10,7.83732e-15,0.000200001,-8.92021e-10,-9.04106e-10,-8.92021e-10,0.000200001,0
0.610711,0.282956,-1.66711,0.610753,0.282776,-1.66733,0.0108109,-0.0714443,-0.0971082,14.5097,0.0002,4.60296e-15,-5.78627e-10,4.60296e-15,0.0002,-5.70893e-10,-5.78627e-10,-5.70893e-10,0.0002,0
0.610693,0.282866,-1.66728,0.610671,0.282448,-1.66764,0.0106933,-0.0715342,-0.0972774,14.5927,0.0002,2.96005e-14,-2.2279e-09,2.96005e-14,0.0002,-1.8954e-09,-2.2279e-09,-1.8954e-09,0.0002,0
0.610712,0.282998,-1.66701,0.61074,0.283585,-1.66562,0.0107122,-0.0714019,-0.0970089,14.7851,0.0002,6.32925e-15,4.3198e-10,6.32925e-15,0.0002,3.16657e-10,4.3198e-10,3.16657e-10,0.0002,0
0.610693,0.282992,-1.66703,0.610618,0.282969,-1.66713,0.0107933,-0.0714078,-0.0970322,14.4001,0.0002,3.98069e-15,2.76467e-10,3.98069e-15,0.0002,2.0266e-10,2.76467e-10,2.0266e-10,0.0002,0
0.610711,0.282977,-1.66711,0.610782,0.282916,-1.66743,0.0108111,-0.0714231,-0.0971113,14.4087,0.0002,2.51895e-15,1.76939e-10,2.51895e-15,0.0002,1.29703e-10,1.76939e-10,1.29703e-10,0.0002,0
0.61072,0.282937,-1.66714,0.610756,0.282777,-1.66724,0.0108201,-0.0714631,-0.0971377,14.4486,0.0002,1.60038e-15,1.13241e-10,1.60038e-15,0.0002,8.30096e-11,1.13241e-10,8.30096e-11,0.0002,0
0.610722,0.282936,-1.66704,0.61072,0.282826,-1.66727,0.0108222,-0.0714641,-0.0970363,14.4743,0.0002,-7.27241e-15,-3.31519e-09,-7.27241e-15,0.0002,3.79969e-10,-3.31519e-09,3.79969e-10,0.0002,0
0.61071,0.282925,-1.66705,0.610671,0.282989,-1.6671,0.01081,-0.0714748,-0.0970493,14.4053,0.0002,-1.32006e-15,1.26592e-09,-1.32006e-15,0.0002,-8.3857e-11,1.26592e-09,-8.3857e-11,0.0002,0
0.610714,0.282938,-1.66704,0.610728,0.282991,-1.66702,0.0108137,-0.0714616,-0.0970437,14.3799,0.0002,-7.90484e-16,8.10191e-10,-7.90484e-16,0.0002,-5.36685e-11,8.10191e-10,-5.36685e-11,0.0002,0
0.610729,0.282974,-1.66706,0.610792,0.283114,-1.66712,0.0108293,-0.0714265,-0.0970596,14.4602,0.0002,-4.83647e-16,5.18522e-10,-4.83647e-16,0.0002,-3.43478e-11,5.18522e-10,-3.43478e-11,0.0002,0
0.610729,0.282962,-1.6671,0.610726,0.282914,-1.66724,0.0108286,-0.0714383,-0.0970956,14.3211,0.0002,-3.00415e-16,3.31854e-10,-3.00415e-16,0.0002,-2.19826e-11,3.31854e-10,-2.19826e-11,0.0002,0
0.61075,0.282914,-1.66718,0.610835,0.282724,-1.66752,0.01075,-0.0714858,-0.0971803,14.4477,0.0002,-1.88531e-16,2.12387e-10,-1.88531e-16,0.0002,-1.40689e-11,2.12387e-10,-1.40689e-11,0.0002,0
0.610757,0.282854,-1.66726,0.610783,0.282615,-1.66757,0.0107566,-0.0715457,-0.0972581,14.488,0.0002,-1.1913e-16,1.35927e-10,-1.1913e-16,0.0002,-9.00408e-12,1.35927e-10,-9.00408e-12,0.0002,0
0.610796,0.282819,-1.66734,0.610903,0.282735,-1.66735,0.0107955,-0.0715811,-0.0973393,14.4788,0.0002,1.93778e-14,1.94479e-09,1.93778e-14,0.0002,1.52398e-09,1.94479e-09,1.52398e-09,0.0002,0
0.610784,0.282837,-1.66733,0.610736,0.282911,-1.66728,0.0107836,-0.0715627,-0.0973272,14.4589,0.0002,1.08843e-14,1.24467e-09,1.08843e-14,0.0002,9.75348e-10,1.24467e-09,9.75348e-10,0.0002,0
0.610791,0.282816,-1.66735,0.610818,0.282732,-1.66743,0.0107905,-0.0715838,-0.0973485,14.4882,0.0002,6.3444e-15,7.96588e-10,6.3444e-15,0.0002,6.24223e-10,7.96588e-10,6.24223e-10,0.0002,0
